# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,0.1733466580506708,0,3.0,0.5030070371457317,0.0,0.0,0.0
 0.08944853989283096,1.0120015070055226,3.000036310309352,0.1733466580506708,0.26834561967849285,3.0,0.5030070371457317,0.0,9.334625263780575,0.0
 0.1265077156623447,1.0240057552198916,3.000145109576347,0.5192801764436588,0.37952314698703404,2.9999999999999987,0.5012618859365155,0.0,12.123678737145646,0.0
 0.154949989753944,1.0360123354398103,3.000326200309389,0.8641051700840496,0.4648499692618319,2.999999999999999,0.4995332060410105,0.0,14.332257908320024,0.0
 0.17893280071735407,1.0480208384619816,3.0005793850168865,1.2078330021781276,0.5367984021520622,3.0000000000000036,0.4978214574594274,0.0,16.213164756768826,0.0
 0.2000663825548349,1.0600308550831081,3.0009044662072433,1.5504752464098615,0.6001991476645047,3.0,0.49612708589432686,0.0,17.8736936162261,0.0
 0.21917650280138282,1.072041976099893,3.0013012463888673,1.8920436806658982,0.6575295084041485,3.0000000000000013,0.4944505229224637,0.0,19.37209857777134,0.0
 0.23675366919304824,1.0840537923090385,3.0017695280701635,2.2325502807231303,0.7102610075791448,3.0000000000000018,0.4927921863989236,0.0,20.744407593224476,0.0
 0.25311744974244743,1.0960658945072481,3.0023091137595386,2.5720072142059456,0.7593523492273424,3.0000000000000036,0.49115248069128314,0.0,22.014828351343198,0.0
 0.2684897985509627,1.1080778734912242,3.0029198059653988,2.910426834582385,0.8054693956528882,2.9999999999999964,0.4895317970008719,0.0,23.20059864314677,0.0
 0.2830323043690266,1.1200893200576703,3.0036014071961494,3.247821675332912,0.8490969131070798,2.999999999999996,0.487930513658079,0.0,24.314534884521954,0.0
 0.2968669415736249,1.1320998250032883,3.0043537199601977,3.584204444258823,0.8906008247208749,3.000000000000008,0.4863489963744409,0.0,25.366490852780796,0.0
 0.3100884618683924,1.1441089791247816,3.005176546765949,3.9195880178758977,0.9302653856051772,2.999999999999996,0.48478759871297894,0.0,26.36424844694051,0.0
 0.3227722073883202,1.156116373218853,3.0060696901218096,4.2539854360010425,0.9683166221649605,2.999999999999991,0.48324666217175033,0.0,27.314089958883716,0.0
 0.3349792573365786,1.1681215980822057,3.007032952536185,4.587409896420359,1.0049377720097357,3.0,0.4817265166813449,0.0,28.221181152745213,0.0
 0.3467599426133885,1.1801242445115419,3.0080661365174826,4.91987474972069,1.0402798278401655,3.000000000000005,0.48022748081252115,0.0,29.089836544958043,0.0
 0.3581563196260852,1.1921239033035647,3.009169044574108,5.251393494224754,1.0744689588782554,2.9999999999999902,0.47874986200361674,0.0,29.92370843627624,0.0
 0.3692039569052075,1.2041201652549773,3.0103414792144667,5.581979771074947,1.1076118707156224,2.999999999999995,0.4772939570900038,0.0,30.725924932837806,0.0
 0.37993325436652925,1.2161126211624818,3.0115832429469656,5.911647359453605,1.1397997630995875,2.9999999999999947,0.4758600523746573,0.0,31.499192863778813,0.0
 0.39037043648301184,1.2281008618227818,3.0128941382800103,6.240410171895074,1.1711113094490353,3.0,0.47444842403294474,0.0,32.24587595761762,0.0
 0.4005383127814172,1.2400844780325797,3.0142739677220067,6.568282249765855,1.2016149383442514,2.9999999999999947,0.4730593383551885,0.0,32.968055186097295,0.0
 0.410456869009195,1.2520630605885785,3.0157225337813616,6.89527775884964,1.2313706070275847,3.0000000000000058,0.47169305214233465,0.0,33.667576023299716,0.0
 0.42014373289198104,1.264036200287481,3.017239638966481,7.221410985050697,1.2604311986759429,3.0,0.47034981283758204,0.0,34.34608593802161,0.0
 0.42961454554204204,1.27600348792599,3.0188250857857706,7.546696330232594,1.288843636626126,3.0000000000000115,0.46902985897808686,0.0,35.00506448327955,0.0
 0.4388832608763812,1.2879645143008085,3.020478676747637,7.871148308188298,1.3166497826291435,3.0,0.46773342031432624,0.0,35.645847694750806,0.0
 0.4479623893987537,1.2999188702086393,3.022200214360486,8.194781540697857,1.343887168196261,2.999999999999994,0.4664607182335801,0.0,36.269648073171226,0.0
 0.4568631984824724,1.3118661464461852,3.0239895011327236,8.51761075373082,1.370589595447417,2.9999999999999876,0.4652119659165697,0.0,36.87757108673788,0.0
 0.46559587828071675,1.3238059338101493,3.0258463395727557,8.839650773768295,1.39678763484215,3.0,0.4639873686810034,0.0,37.47062890806809,0.0
 0.47416968021079176,1.3357378230972339,3.027770532188989,9.160916524221413,1.422509040632375,3.0000000000000067,0.46278712425964613,0.0,38.04975193775274,0.0
 0.48259303335827863,1.3476614051041422,3.02976188148983,9.481423021967379,1.4477791000748357,3.0,0.4616114229439228,0.0,38.61579853612181,0.0
 0.49087364295748864,1.3595762706275771,3.031820189983684,9.801185374006748,1.4726209288724659,3.00000000000002,0.46046044803426683,0.0,39.169563292344236,0.0
 0.49901857421045265,1.3714820104642416,3.0339452601789567,10.120218774231514,1.4970557226313579,3.0,0.4593343758838389,0.0,39.711784091660846,0.0
 0.5070343240273609,1.383378215410838,3.0361368945840552,10.438538500293346,1.5211029720820828,3.000000000000007,0.45823337628303706,0.0,40.243148188317015,0.0
 0.5149268827502336,1.3952644762640696,3.038394895707386,10.756159910562904,1.5447806482507005,2.999999999999972,0.45715761270916255,0.0,40.764297456227325,0.0
 0.5227017875181414,1.4071403838206389,3.040719066057353,11.073098441215741,1.5681053625544241,3.0,0.4561072424736974,0.0,41.27583294694095,0.0
