# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.799903037751871,5.065907877892789,-174.99255879218512,0,3.0,-0.12254132649163714,180.0,0.0,0.0
 0.10698425750692125,14.782800116322468,5.064409327909728,-174.99255879218512,0.3209527725207637,2.9999999999999996,-0.12254132649163714,180.0,-2.710722388302127,0.0
 0.15167298272793095,14.765524536676741,5.062932448576928,-175.1136975201464,0.45501894818379274,2.9999999999999987,-0.1175436126462333,180.0,-3.3969750309200117,0.0
 0.1862149191492196,14.74807819142873,5.0614769544653555,-175.23103561568914,0.5586447574476586,2.999999999999999,-0.1127971212928188,180.0,-3.876358360581108,0.0
 0.2155419785192221,14.730462973192465,5.06004256014598,-175.3447178074693,0.6466259355576662,3.0000000000000018,-0.10828588289339454,180.0,-4.234353337429593,0.0
 0.2415585678030692,14.712680774581983,5.058628980189773,-175.45488123913188,0.7246757034092075,3.0,-0.10399512190455056,180.0,-4.509106655022042,0.0
 0.2652383598968196,14.694733488211314,5.057235929167701,-175.56165594725138,0.7957150796904587,3.0000000000000013,-0.09991115446405753,180.0,-4.722233827223679,0.0
 0.2871579344626215,14.676623006694502,5.055863121650735,-175.66516530374435,0.8614738033878644,2.9999999999999973,-0.09602129518368346,180.0,-4.887602772942198,-1.3841418170226892e-12
 0.3076917476029105,14.658351222645573,5.0545102722098445,-175.7655264257879,0.9230752428087314,3.0,-0.09231377366849552,179.99999999999997,-5.014824914269685,1.4644867251332327e-12
 0.327099031358124,14.639920028678567,5.053177095415998,-175.86285055588186,0.981297094074372,3.0000000000000058,-0.08877765804963784,180.0,-5.1109212692775765,0.0
 0.3455678853660905,14.621331317407517,5.051863305840164,-175.95724341465035,1.0367036560982716,3.000000000000006,-0.08540278654220694,180.0,-5.181218823497445,0.0
 0.36323981102160413,14.60258698144646,5.050568618053314,-176.04880552850415,1.0897194330648126,3.000000000000003,-0.08217970447688301,180.0,-5.22987597498657,0.0
 0.38022434491493695,14.583688913409427,5.0492927466264135,-176.13763253425924,1.1406730347448109,2.9999999999999902,-0.07909960772005865,180.0,-5.260211163717927,0.0
 0.3966082743130081,14.564639005910456,5.048035406130435,-176.22381546258453,1.1898248229390243,2.9999999999999964,-0.0761542908870419,180.0,-5.274919109694597,-1.7927802857938353e-12
 0.41246170022114664,14.545439151563578,5.046796311136346,-176.30744100186152,1.2373851006634398,2.999999999999993,-0.0733361003129271,179.99999999999997,-5.276219048119996,1.84790872523702e-12
 0.4278421727749296,14.526091242982833,5.0455751762151175,-176.38859174411886,1.2835265183247886,3.0,-0.07063789110815846,180.0,-5.265959810197457,0.0
 0.4427975983836022,14.506597172782252,5.044371715937717,-176.4673464143185,1.3283927951508065,3.0000000000000036,-0.0680529878680503,180.0,-5.245696444400877,0.0
 0.4573683366799983,14.486958833575871,5.0431856448751144,-176.54378008439224,1.3721050100399947,2.9999999999999925,-0.0655751492050825,180.0,-5.216747415202428,0.0
 0.4715887469784373,14.467178117977724,5.042016677598279,-176.61796437305975,1.4147662409353114,2.9999999999999885,-0.06319853477320382,180.0,-5.180238189824081,2.0447855491677304e-12
 0.4854883509941113,14.44725691860185,5.0408645286781795,-176.68996763260515,1.4564650529823338,3.000000000000016,-0.060917675421353505,180.00000000000003,-5.137135031938231,-2.0891601231277244e-12
 0.4990927220118068,14.427197128062277,5.039728912685786,-176.75985512354765,1.4972781660354204,3.000000000000008,-0.05872744573169511,180.0,-5.08827160296964,0.0
 0.5124241751672639,14.407000638973045,5.0386095441920675,-176.82768917806487,1.5372725255017916,2.999999999999996,-0.056623039068764536,180.0,-5.034370188461212,0.0
 0.5255023105694947,14.386669343948187,5.037506137767991,-176.89352935305453,1.576506931708484,3.0000000000000084,-0.054599944416804144,180.0,-4.976058831021669,0.0
 0.5383444458182346,14.366205135601737,5.03641840798453,-176.95743257356818,1.6150333374547037,2.9999999999999916,-0.05265392481528572,180.0,-4.913885296493095,-2.2518455029272126e-12
 0.5509659642099085,14.345609906547732,5.03534606941265,-177.01945326721247,1.6528978926297255,3.000000000000009,-0.050780998495309,179.99999999999997,-4.848328584557124,2.2893715799796177e-12
 0.5633805978495281,14.324885549400205,5.034288836623323,-177.07964349035421,1.6901417935485843,3.0,-0.048977420542555196,180.0,-4.77980846577004,2.3258236552664222e-12
 0.575600659919173,14.304033956773191,5.0332464241875154,-177.13805304648693,1.7268019797575187,2.999999999999982,-0.047239666517646745,180.00000000000003,-4.708693467934696,0.0
 0.5876372368109608,14.283057021280724,5.032218546676199,-177.1947295974736,1.7629117104328822,3.0,-0.0455644172180035,180.00000000000003,-4.635307589412104,-4.791611295790899e-12
 0.5995003482680068,14.26195663553684,5.031204918660341,-177.2497187680445,1.7985010448040202,3.0,-0.04394854465382248,179.99999999999997,-4.559935989654769,2.429468913309446e-12
 0.6111990817956104,14.240734692155577,5.030205254710912,-177.3030642440904,1.833597245386831,2.9999999999999907,-0.04238909893011543,180.0,-4.482829828861413,0.0
 0.622741706207641,14.219393083750964,5.02921926939888,-177.35480786510797,1.8682251186229226,2.9999999999999902,-0.04088329658899115,180.0,-4.4042104125898165,0.0
 0.6341357681233885,14.19793370293704,5.0282466772952175,-177.404989711239,1.902407304370165,3.0000000000000098,-0.039428509236241006,180.0,-4.324272747666264,0.0
